plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
basic__income__incomeshield_plan_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,- Proton Beam Therapy - Category 3 [Note (6)],,"2,000/treatment",False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,proton beam therapy category 3 note 6,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer proton beam therapy category 3 note 6 2 000 treatment,01_basic.pdf,2,1,basic,forward_fill_from_previous:[Income] Enhanced IncomeShield C *
basic__income__enhanced_incomeshield_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,- Proton Beam Therapy - Category 3 [Note (6)],,Covered under Additional Benefits,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,proton beam therapy category 3 note 6,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer proton beam therapy category 3 note 6 covered under additional benefits,01_basic.pdf,2,1,basic,forward_fill_from_previous:[Income] Enhanced IncomeShield C *
basic__medishield_life,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Kidney Dialysis,,"1,100/mth",False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,kidney dialysis,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer kidney dialysis 1 100 mth,01_basic.pdf,2,1,basic,
basic__income__incomeshield_plan_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Kidney Dialysis,,"2,000/mth",False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,kidney dialysis,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer kidney dialysis 2 000 mth,01_basic.pdf,2,1,basic,
basic__income__enhanced_incomeshield_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Kidney Dialysis,,As Charged (Pro-ration factor waived for applicable treatment by preferred partners) (Note (4)),False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,kidney dialysis,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer kidney dialysis as charged pro ration factor waived for applicable treatment by preferred partners note 4,01_basic.pdf,2,1,basic,
basic__medishield_life,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Immunosuppressants for Organ Transplant,,550/mth,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,immunosuppressants for organ transplant,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer immunosuppressants for organ transplant 550 mth,01_basic.pdf,2,1,basic,
basic__income__incomeshield_plan_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Immunosuppressants for Organ Transplant,,400/mth,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,immunosuppressants for organ transplant,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer immunosuppressants for organ transplant 400 mth,01_basic.pdf,2,1,basic,
basic__income__enhanced_incomeshield_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Immunosuppressants for Organ Transplant,,As Charged,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,immunosuppressants for organ transplant,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer immunosuppressants for organ transplant as charged,01_basic.pdf,2,1,basic,
basic__medishield_life,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Erythropoietin for Chronic Kidney Failure,,200/mth,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,erythropoietin for chronic kidney failure,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer erythropoietin for chronic kidney failure 200 mth,01_basic.pdf,2,1,basic,
basic__income__incomeshield_plan_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Erythropoietin for Chronic Kidney Failure,,400/mth,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,erythropoietin for chronic kidney failure,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer erythropoietin for chronic kidney failure 400 mth,01_basic.pdf,2,1,basic,
basic__income__enhanced_incomeshield_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Erythropoietin for Chronic Kidney Failure,,As Charged,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,erythropoietin for chronic kidney failure,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer erythropoietin for chronic kidney failure as charged,01_basic.pdf,2,1,basic,
basic__medishield_life,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Long-term Parenteral Nutrition,,"1,700/mth",False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,long term parenteral nutrition,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer long term parenteral nutrition 1 700 mth,01_basic.pdf,2,1,basic,
basic__income__incomeshield_plan_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Long-term Parenteral Nutrition,,-,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,long term parenteral nutrition,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer long term parenteral nutrition,01_basic.pdf,2,1,basic,
basic__income__enhanced_incomeshield_c,basic,basic,Outpatient Treatment: | Patients receiving treatment for one primary cancer | Patients receiving treatment for multiple primary cancers | Radiotherapy for Cancer,Long-term Parenteral Nutrition,,As Charged,False,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer,long term parenteral nutrition,outpatient treatment patients receiving treatment for one primary cancer patients receiving treatment for multiple primary cancers radiotherapy for cancer long term parenteral nutrition as charged,01_basic.pdf,2,1,basic,
basic__medishield_life,basic,basic,Additional Benefits Limits:,Pre-Hospitalisation Treatment (number of days indicate maximum number of days covered prior admission),,-,False,additional benefits limits,pre hospitalisation treatment number of days indicate maximum number of days covered prior admission,additional benefits limits pre hospitalisation treatment number of days indicate maximum number of days covered prior admission,01_basic.pdf,3,1,basic,
basic__income__incomeshield_plan_c,basic,basic,Additional Benefits Limits:,Pre-Hospitalisation Treatment (number of days indicate maximum number of days covered prior admission),,"Limited to unused balance amount** of daily ward and treatment charges and community hospital (Up to 90 days) ** If the inpatient claim is made under a third party plan, Income will calculate the unused balance amount after assessing the inpatient bill based on Income’s IP limits and deductibles. For more information, please check with your financial advisor or Income.",False,additional benefits limits,pre hospitalisation treatment number of days indicate maximum number of days covered prior admission,additional benefits limits pre hospitalisation treatment number of days indicate maximum number of days covered prior admission limited to unused balance amount of daily ward and treatment charges and community hospital up to 90 days if the inpatient claim is made under a third party plan income will calculate the unused balance amount after assessing the inpatient bill based on income s ip limits and deductibles for more information please check with your financial advisor or income,01_basic.pdf,3,1,basic,
